167.546 805.51
712.231 725.959

239.362 759.159
934.078 680.205

929.006 654.66
889.235 439.124

883.302 419.836
854.049 291.73

241.387 33.8576
223.307 33.1244

334.487 18.536
1669.02 -180.488

2287.04 -340.535
2191.16 -854.826

1685.78 -688.607
1032.91 -610.326

1677.39 -1041.16
1654.49 -1097.66

1652.58 -1130.48
1628.24 -1327.39

588 -585.44
590.09 -570.46

558.999 -777.385
478.76 -1265.73

642.507 -1835.02
585.133 -1829.72

-161.23 -475.404
-153.386 -476.942

-45.6458 844.517
-59.0489 844.438

